,Unnamed: 0,Unnamed: 0.1,Avg.,CR,MPQA,MR,MRPC,SICKRelatedness,SST2,STSBenchmark,SUBJ,TREC,epoch,step
47,47.0,,13.3,0.0,0.0,0.0,0.0,60.33,0.0,59.35,0.0,0.0,2,15499
48,48.0,,13.26,0.0,0.0,0.0,0.0,60.12,0.0,59.23,0.0,0.0,1,8499
49,49.0,,13.31,0.0,0.0,0.0,0.0,60.26,0.0,59.5,0.0,0.0,3,27499
50,50.0,,13.3,0.0,0.0,0.0,0.0,60.32,0.0,59.35,0.0,0.0,1,15999
51,51.0,,13.31,0.0,0.0,0.0,0.0,60.31,0.0,59.5,0.0,0.0,2,23499
52,52.0,,13.31,0.0,0.0,0.0,0.0,60.34,0.0,59.46,0.0,0.0,3,24999
53,53.0,,13.31,0.0,0.0,0.0,0.0,60.38,0.0,59.43,0.0,0.0,2,18999
54,54.0,,13.28,0.0,0.0,0.0,0.0,60.22,0.0,59.28,0.0,0.0,1,11499
55,55.0,,13.26,0.0,0.0,0.0,0.0,60.17,0.0,59.21,0.0,0.0,1,6999
56,56.0,,13.29,0.0,0.0,0.0,0.0,60.29,0.0,59.33,0.0,0.0,1,12499
57,57.0,,13.29,0.0,0.0,0.0,0.0,60.28,0.0,59.3,0.0,0.0,2,11999
58,58.0,,13.3,0.0,0.0,0.0,0.0,60.32,0.0,59.39,0.0,0.0,2,14999
59,59.0,,13.26,0.0,0.0,0.0,0.0,60.16,0.0,59.22,0.0,0.0,1,9499
60,60.0,,13.28,0.0,0.0,0.0,0.0,60.25,0.0,59.28,0.0,0.0,2,10999
61,61.0,,13.28,0.0,0.0,0.0,0.0,60.27,0.0,59.27,0.0,0.0,1,11999
62,62.0,,13.3,0.0,0.0,0.0,0.0,60.37,0.0,59.33,0.0,0.0,1,15499
63,63.0,,13.29,0.0,0.0,0.0,0.0,60.32,0.0,59.32,0.0,0.0,1,14499
64,64.0,,13.31,0.0,0.0,0.0,0.0,60.33,0.0,59.49,0.0,0.0,3,25999
65,65.0,,13.28,0.0,0.0,0.0,0.0,60.24,0.0,59.26,0.0,0.0,2,11499
66,66.0,,13.32,0.0,0.0,0.0,0.0,60.42,0.0,59.49,0.0,0.0,2,20499
67,,,13.30,0.00,0.00,0.00,0.00,60.24,0.00,59.50,0.00,0.00,3,29499
68,,,13.30,0.00,0.00,0.00,0.00,60.23,0.00,59.45,0.00,0.00,3,29999
69,,,13.29,0.00,0.00,0.00,0.00,60.14,0.00,59.49,0.00,0.00,3,35499
70,,,13.28,0.00,0.00,0.00,0.00,60.04,0.00,59.44,0.00,0.00,4,42499
71,,,13.29,0.00,0.00,0.00,0.00,60.15,0.00,59.47,0.00,0.00,3,32999
72,,,13.30,0.00,0.00,0.00,0.00,60.22,0.00,59.46,0.00,0.00,3,31499
73,,,13.30,0.00,0.00,0.00,0.00,60.24,0.00,59.50,0.00,0.00,3,28499
74,,,13.28,0.00,0.00,0.00,0.00,60.04,0.00,59.46,0.00,0.00,4,51499
75,,,13.28,0.00,0.00,0.00,0.00,60.10,0.00,59.46,0.00,0.00,4,43499
76,,,13.29,0.00,0.00,0.00,0.00,60.15,0.00,59.46,0.00,0.00,3,35999
77,,,13.28,0.00,0.00,0.00,0.00,60.02,0.00,59.48,0.00,0.00,4,48999
78,,,13.28,0.00,0.00,0.00,0.00,60.02,0.00,59.48,0.00,0.00,4,39499
79,,,13.29,0.00,0.00,0.00,0.00,60.12,0.00,59.46,0.00,0.00,3,36499
80,,,13.28,0.00,0.00,0.00,0.00,60.03,0.00,59.46,0.00,0.00,4,50499
81,,,13.28,0.00,0.00,0.00,0.00,60.06,0.00,59.47,0.00,0.00,4,41999
82,,,13.28,0.00,0.00,0.00,0.00,60.06,0.00,59.45,0.00,0.00,4,52499
83,,,13.27,0.00,0.00,0.00,0.00,60.02,0.00,59.45,0.00,0.00,4,47499
84,,,13.31,0.00,0.00,0.00,0.00,60.27,0.00,59.55,0.00,0.00,3,27999
85,,,13.27,0.00,0.00,0.00,0.00,60.02,0.00,59.44,0.00,0.00,4,46999
86,,,13.30,0.00,0.00,0.00,0.00,60.23,0.00,59.51,0.00,0.00,3,28999
87,,,13.29,0.00,0.00,0.00,0.00,60.15,0.00,59.47,0.00,0.00,3,32499
88,,,13.27,0.00,0.00,0.00,0.00,60.02,0.00,59.43,0.00,0.00,4,47999
89,,,13.28,0.00,0.00,0.00,0.00,60.07,0.00,59.47,0.00,0.00,5,53499
90,,,13.28,0.00,0.00,0.00,0.00,60.06,0.00,59.48,0.00,0.00,4,40999
91,,,13.29,0.00,0.00,0.00,0.00,60.17,0.00,59.47,0.00,0.00,3,33499
92,,,13.28,0.00,0.00,0.00,0.00,60.01,0.00,59.50,0.00,0.00,4,45499
93,,,13.28,0.00,0.00,0.00,0.00,60.07,0.00,59.44,0.00,0.00,4,40499
94,,,13.28,0.00,0.00,0.00,0.00,60.05,0.00,59.44,0.00,0.00,4,41499
95,,,13.30,0.00,0.00,0.00,0.00,60.21,0.00,59.46,0.00,0.00,3,30999
96,,,13.28,0.00,0.00,0.00,0.00,60.02,0.00,59.46,0.00,0.00,4,45999
97,,,13.28,0.00,0.00,0.00,0.00,60.05,0.00,59.47,0.00,0.00,4,39999
98,,,13.28,0.00,0.00,0.00,0.00,60.05,0.00,59.48,0.00,0.00,4,38999
99,,,13.29,0.00,0.00,0.00,0.00,60.09,0.00,59.48,0.00,0.00,3,37999
100,,,13.30,0.00,0.00,0.00,0.00,60.22,0.00,59.49,0.00,0.00,3,30499
101,,,13.29,0.00,0.00,0.00,0.00,60.10,0.00,59.52,0.00,0.00,4,44499
102,,,13.29,0.00,0.00,0.00,0.00,60.09,0.00,59.50,0.00,0.00,4,43999
103,,,13.28,0.00,0.00,0.00,0.00,60.06,0.00,59.44,0.00,0.00,4,52999
104,,,13.30,0.00,0.00,0.00,0.00,60.16,0.00,59.51,0.00,0.00,3,31999
105,,,13.28,0.00,0.00,0.00,0.00,60.01,0.00,59.51,0.00,0.00,4,49499
106,,,13.28,0.00,0.00,0.00,0.00,60.08,0.00,59.48,0.00,0.00,3,38499
107,,,13.28,0.00,0.00,0.00,0.00,60.11,0.00,59.45,0.00,0.00,3,36999
108,,,13.28,0.00,0.00,0.00,0.00,60.06,0.00,59.47,0.00,0.00,4,42999
109,,,13.28,0.00,0.00,0.00,0.00,60.03,0.00,59.46,0.00,0.00,4,51999
110,,,13.28,0.00,0.00,0.00,0.00,60.08,0.00,59.44,0.00,0.00,3,37499
111,,,13.28,0.00,0.00,0.00,0.00,60.02,0.00,59.49,0.00,0.00,4,48499
112,,,13.29,0.00,0.00,0.00,0.00,60.12,0.00,59.47,0.00,0.00,3,33999
113,,,13.29,0.00,0.00,0.00,0.00,60.15,0.00,59.47,0.00,0.00,3,34499
114,,,13.27,0.00,0.00,0.00,0.00,60.03,0.00,59.43,0.00,0.00,4,46499
115,,,13.28,0.00,0.00,0.00,0.00,60.07,0.00,59.46,0.00,0.00,4,49999
116,,,13.29,0.00,0.00,0.00,0.00,60.14,0.00,59.49,0.00,0.00,3,34999
117,,,13.27,0.00,0.00,0.00,0.00,59.99,0.00,59.44,0.00,0.00,4,50999
118,,,13.28,0.00,0.00,0.00,0.00,60.03,0.00,59.50,0.00,0.00,4,44999
